District_name,Transaction_count,Transaction_amount,Quater,Year,State
ahmednagar,35927347,61917805949.94818,1,2022,maharashtra
solapur,35130037,62436627060.524826,1,2022,maharashtra
raigad,22836136,30642123149.62334,1,2022,maharashtra
pune,520321567,620747087392.5974,2,2022,maharashtra
mumbai suburban,125227570,172590494011.93738,2,2022,maharashtra
washim,98129806,175926949614.37335,2,2022,maharashtra
thane,76359706,103706480304.36014,2,2022,maharashtra
nashik,69128782,103031323327.35526,2,2022,maharashtra
aurangabad,55248137,75915458866.51474,2,2022,maharashtra
nagpur,52065290,75751126721.70934,2,2022,maharashtra
ahmednagar,42201172,72250021262.47775,2,2022,maharashtra
solapur,41690075,74367210007.30444,2,2022,maharashtra
raigad,26465986,34460851150.869255,2,2022,maharashtra
pune,505018506,549531791371.8348,3,2022,maharashtra
mumbai suburban,197724164,247678975470.48972,3,2022,maharashtra
thane,80605581,103768554261.10455,3,2022,maharashtra
nashik,75574380,109529218251.08426,3,2022,maharashtra
nagpur,73292524,101188934110.49721,3,2022,maharashtra
mumbai,72051672,98270574413.60028,3,2022,maharashtra
aurangabad,59756919,78617594736.37457,3,2022,maharashtra
solapur,43898093,73768556417.1306,3,2022,maharashtra
ahmednagar,42461860,70593347849.7045,3,2022,maharashtra
raigad,28475145,36394835874.96223,3,2022,maharashtra
pune,544687754,590334491443.0928,4,2022,maharashtra
mumbai suburban,248827345,310278216439.5166,4,2022,maharashtra
thane,96634264,120463884034.54527,4,2022,maharashtra
nashik,95624463,138499252102.65778,4,2022,maharashtra
nagpur,82944788,116240666679.72601,4,2022,maharashtra
mumbai,75229421,102451767492.82622,4,2022,maharashtra
aurangabad,67307091,90151467648.5776,4,2022,maharashtra
ahmednagar,50187075,84188481406.43468,4,2022,maharashtra
solapur,49452868,83291615226.59082,4,2022,maharashtra
raigad,32354836,40318975044.959946,4,2022,maharashtra
imphal west,29863,46026262.666274294,1,2018,manipur
imphal east,21960,26028937.81002756,1,2018,manipur
thoubal,8288,8366772.887529282,1,2018,manipur
bishnupur,7005,11341627.667845085,1,2018,manipur
kangpokpi,4187,12129421.383849183,1,2018,manipur
churachandpur,4081,11708258.721273843,1,2018,manipur
kakching,1622,1924584.2384454876,1,2018,manipur
ukhrul,1399,1647288.6651835062,1,2018,manipur
jiribam,1305,3564799.4519929583,1,2018,manipur
tamenglong,1007,1709209.2458958817,1,2018,manipur
imphal west,46604,84363001.78828333,2,2018,manipur
imphal east,42065,54561898.745482706,2,2018,manipur
thoubal,20689,17968719.216563758,2,2018,manipur
bishnupur,11338,19352100.53894212,2,2018,manipur
churachandpur,7110,18055703.270787828,2,2018,manipur
kangpokpi,6741,20315625.916537788,2,2018,manipur
kakching,3879,6411513.6565497685,2,2018,manipur
ukhrul,2800,6394470.819340965,2,2018,manipur
jiribam,2710,6467614.407545684,2,2018,manipur
tengnoupal,2080,6077962.2428630125,2,2018,manipur
imphal east,60511,89605715.78431109,3,2018,manipur
imphal west,53577,121033722.07207742,3,2018,manipur
thoubal,19399,34092748.237245426,3,2018,manipur
bishnupur,13649,24368236.711014666,3,2018,manipur
kangpokpi,9151,27937402.09243063,3,2018,manipur
churachandpur,8671,27468832.41328971,3,2018,manipur
kakching,4590,9968419.417644013,3,2018,manipur
jiribam,3959,6601625.253335206,3,2018,manipur
ukhrul,3600,9802720.723219434,3,2018,manipur
tengnoupal,3282,13385091.180977922,3,2018,manipur
imphal west,71845,181598328.1568606,4,2018,manipur
imphal east,54610,129176222.41262636,4,2018,manipur
thoubal,24817,52899731.29086943,4,2018,manipur
bishnupur,19048,37263259.12396773,4,2018,manipur
churachandpur,14801,54503246.75234864,4,2018,manipur
kangpokpi,13325,42081524.606101125,4,2018,manipur
kakching,6508,13429124.00454451,4,2018,manipur
jiribam,5444,13414981.155959103,4,2018,manipur
tengnoupal,5426,22155446.62844094,4,2018,manipur
tamenglong,4866,13057576.00717781,4,2018,manipur
imphal west,79612,205676258.93003774,1,2019,manipur
imphal east,65076,147611078.93080652,1,2019,manipur
thoubal,24257,47210976.00123881,1,2019,manipur
bishnupur,19486,48193281.39036341,1,2019,manipur
churachandpur,16940,53360483.20022403,1,2019,manipur
kangpokpi,15937,42225052.52830845,1,2019,manipur
kakching,6683,13774811.29579331,1,2019,manipur
tamenglong,6373,13975000.543136505,1,2019,manipur
ukhrul,6222,16838560.888422478,1,2019,manipur
tengnoupal,6064,21054191.304917276,1,2019,manipur
imphal west,78677,232056651.71484104,2,2019,manipur
imphal east,60830,163251483.394072,2,2019,manipur
thoubal,20528,50609235.604754716,2,2019,manipur
bishnupur,17577,41645991.98921693,2,2019,manipur
kangpokpi,16230,47129360.10420917,2,2019,manipur
churachandpur,15958,52974898.07418257,2,2019,manipur
ukhrul,7984,21521804.282437496,2,2019,manipur
kakching,6912,16106582.07225971,2,2019,manipur
jiribam,6285,17270321.13495752,2,2019,manipur
tengnoupal,6226,22523708.105631053,2,2019,manipur
imphal west,101022,266880799.50360966,3,2019,manipur
imphal east,79728,206224069.84990168,3,2019,manipur
thoubal,25149,56874722.875841096,3,2019,manipur
kangpokpi,23953,61269618.19095349,3,2019,manipur
churachandpur,23946,67550608.43753463,3,2019,manipur
bishnupur,23755,49667965.86779255,3,2019,manipur
ukhrul,11017,25516446.138604183,3,2019,manipur
kakching,10786,21658629.891090117,3,2019,manipur
tamenglong,9939,22282886.130792048,3,2019,manipur
chandel,9230,20201420.061846673,3,2019,manipur
imphal west,150073,445926296.05285025,4,2019,manipur
imphal east,96589,249197379.85855156,4,2019,manipur
thoubal,32971,73727196.96627039,4,2019,manipur
bishnupur,31835,72704593.78015086,4,2019,manipur
kangpokpi,28686,74931231.19366804,4,2019,manipur
churachandpur,26420,76031748.45585428,4,2019,manipur
kakching,12984,31541265.82204684,4,2019,manipur
ukhrul,12148,33065935.196690496,4,2019,manipur
tamenglong,11954,27326669.899029642,4,2019,manipur
chandel,11650,30393939.87145141,4,2019,manipur
imphal west,471392,1799193747.3658047,1,2020,manipur
imphal east,97573,222479758.42504126,1,2020,manipur
thoubal,40558,92413414.3395817,1,2020,manipur
bishnupur,40172,83818557.86725356,1,2020,manipur
kangpokpi,33643,81400323.90620552,1,2020,manipur
churachandpur,33637,84566221.4462608,1,2020,manipur
kakching,16690,37525920.22436564,1,2020,manipur
tamenglong,14451,31491246.17045552,1,2020,manipur
chandel,13716,31278977.085135248,1,2020,manipur
ukhrul,13355,30659040.231015503,1,2020,manipur
imphal west,551775,2034861513.6925411,2,2020,manipur
imphal east,127255,269647863.4355661,2,2020,manipur
bishnupur,70841,142299534.95281482,2,2020,manipur
thoubal,66183,158615301.51328385,2,2020,manipur
churachandpur,50818,128936170.25492851,2,2020,manipur
kangpokpi,48617,105034881.03695941,2,2020,manipur
kakching,30404,53791181.45126964,2,2020,manipur
ukhrul,24243,43560417.966341965,2,2020,manipur
chandel,21517,49008541.10085201,2,2020,manipur
tamenglong,21294,47020896.803083815,2,2020,manipur
imphal west,805964,3116905375.221828,3,2020,manipur
imphal east,148992,357420385.46601486,3,2020,manipur
bishnupur,82097,178752852.0332132,3,2020,manipur
thoubal,75667,178314817.40950677,3,2020,manipur
churachandpur,61160,179008408.76793513,3,2020,manipur
kangpokpi,56646,141494952.88474357,3,2020,manipur
kakching,33268,72744605.62932977,3,2020,manipur
ukhrul,27857,63120519.96337035,3,2020,manipur
chandel,25158,63504521.07112962,3,2020,manipur
tamenglong,24595,57102594.74572652,3,2020,manipur
imphal west,894877,3447479864.9516916,4,2020,manipur
imphal east,179438,524041651.0001225,4,2020,manipur
bishnupur,95869,267444206.3886955,4,2020,manipur
thoubal,87208,249311101.38298762,4,2020,manipur
kangpokpi,74472,216458503.28856832,4,2020,manipur
churachandpur,71693,243354880.5430908,4,2020,manipur
kakching,37180,96767393.90324815,4,2020,manipur
ukhrul,32947,91688189.17603046,4,2020,manipur
chandel,31540,90473275.49273106,4,2020,manipur
tamenglong,27674,77956516.78360562,4,2020,manipur
imphal west,1693458,4962553375.308464,1,2021,manipur
imphal east,161841,530028907.0928848,1,2021,manipur
bishnupur,73777,255486792.7272072,1,2021,manipur
thoubal,72593,240713473.66814184,1,2021,manipur
kangpokpi,63234,205050443.8236801,1,2021,manipur
churachandpur,62755,250250943.40948159,1,2021,manipur
kakching,29803,92307870.36114597,1,2021,manipur
chandel,23884,80445733.2065684,1,2021,manipur
ukhrul,22415,68745913.46443735,1,2021,manipur
senapati,22025,73777202.51436572,1,2021,manipur
imphal west,2353896,5697696459.585503,2,2021,manipur
imphal east,179337,491977805.97917175,2,2021,manipur
thoubal,91264,268514237.48815316,2,2021,manipur
bishnupur,89095,260900495.1629062,2,2021,manipur
churachandpur,80524,273962339.3949944,2,2021,manipur
kangpokpi,78765,236369410.09906265,2,2021,manipur
kakching,37444,92311646.34027098,2,2021,manipur
chandel,29178,90054101.93360364,2,2021,manipur
ukhrul,28524,81225585.72178741,2,2021,manipur
senapati,25681,70219657.8819672,2,2021,manipur
imphal west,3027735,7437068961.027052,3,2021,manipur
imphal east,226128,705081475.2381084,3,2021,manipur
thoubal,113257,363547884.1177802,3,2021,manipur
churachandpur,109913,397548796.562021,3,2021,manipur
bishnupur,104901,320379628.1976948,3,2021,manipur
kangpokpi,94883,299760833.40438926,3,2021,manipur
kakching,44277,128692670.00805305,3,2021,manipur
chandel,36126,116052040.78947881,3,2021,manipur
ukhrul,35250,118509943.90387844,3,2021,manipur
tamenglong,33266,108769884.2048046,3,2021,manipur
imphal west,3649688,9254105829.377777,4,2021,manipur
imphal east,268205,853764884.9988655,4,2021,manipur
thoubal,130316,393043161.28167,4,2021,manipur
churachandpur,121140,446895232.6851511,4,2021,manipur
bishnupur,113386,369885898.8351996,4,2021,manipur
kangpokpi,107329,318563859.8204656,4,2021,manipur
kakching,43224,130159064.31913412,4,2021,manipur
tengnoupal,40383,154956864.23616886,4,2021,manipur
tamenglong,40279,140792582.93230078,4,2021,manipur
chandel,39891,131651667.09783676,4,2021,manipur
imphal west,4129560,10331377272.313238,1,2022,manipur
imphal east,298053,926298622.7916505,1,2022,manipur
thoubal,159443,465999965.9324683,1,2022,manipur
churachandpur,132079,478282953.1412998,1,2022,manipur
bishnupur,129775,410979761.59592944,1,2022,manipur
kangpokpi,120614,361422857.4778744,1,2022,manipur
tamenglong,53325,182059187.8775179,1,2022,manipur
chandel,46964,156821048.3314056,1,2022,manipur
ukhrul,45977,163211543.8876433,1,2022,manipur
kakching,45714,129009720.36301751,1,2022,manipur
imphal west,4858000,11035105413.78688,2,2022,manipur
imphal east,334382,1017003992.8811904,2,2022,manipur
thoubal,179962,489921006.2514488,2,2022,manipur
bishnupur,132234,427663723.98262024,2,2022,manipur
churachandpur,130821,445674066.47566885,2,2022,manipur
kangpokpi,127346,360381229.24300873,2,2022,manipur
tamenglong,48779,158669784.21199045,2,2022,manipur
ukhrul,48388,165524493.50724024,2,2022,manipur
kakching,45754,124881636.16645998,2,2022,manipur
chandel,44845,161255425.28835768,2,2022,manipur
imphal west,4865688,11153142712.787489,3,2022,manipur
imphal east,401052,1106024473.2650971,3,2022,manipur
churachandpur,200968,560754898.7150536,3,2022,manipur
thoubal,198398,502784611.8050357,3,2022,manipur
kangpokpi,137088,382055039.86516064,3,2022,manipur
bishnupur,126573,397535713.9599227,3,2022,manipur
kakching,114178,269711112.45492435,3,2022,manipur
tamenglong,48889,150947198.9523353,3,2022,manipur
ukhrul,48127,165404721.91649568,3,2022,manipur
senapati,46116,141106697.64180186,3,2022,manipur
imphal west,4737839,11004726597.698875,4,2022,manipur
imphal east,417476,1124061241.8453987,4,2022,manipur
thoubal,252156,642341521.1672155,4,2022,manipur
kakching,205827,477287512.84893876,4,2022,manipur
kangpokpi,195796,499527018.9345387,4,2022,manipur
churachandpur,139622,418292018.1391273,4,2022,manipur
bishnupur,134155,398215642.6664851,4,2022,manipur
senapati,63745,180730794.84235084,4,2022,manipur
tamenglong,51040,160602196.99791262,4,2022,manipur
tengnoupal,49553,175755833.19199604,4,2022,manipur
east khasi hills,23283,31807959.175373342,1,2018,meghalaya
west garo hills,7660,9199200.848858135,1,2018,meghalaya
ribhoi,6029,8736566.953918608,1,2018,meghalaya
east jaintia hills,4896,8299361.376028441,1,2018,meghalaya
west jaintia hills,3131,2812937.948004551,1,2018,meghalaya
west khasi hills,1079,1647761.3372907462,1,2018,meghalaya
north garo hills,922,652554.6654640209,1,2018,meghalaya
south west garo hills,798,1015597.2351604333,1,2018,meghalaya
east garo hills,749,781579.3759249721,1,2018,meghalaya
south garo hills,705,807410.0407250253,1,2018,meghalaya
east khasi hills,33966,61180700.47972991,2,2018,meghalaya
west garo hills,10651,19685429.154264543,2,2018,meghalaya
ribhoi,8761,14181827.919832248,2,2018,meghalaya
east jaintia hills,6004,13059945.843045246,2,2018,meghalaya
west jaintia hills,2232,2312980.3326936862,2,2018,meghalaya
south west garo hills,1767,1724404.6747075585,2,2018,meghalaya
north garo hills,1403,1278347.188045342,2,2018,meghalaya
south garo hills,1103,1553253.9322072896,2,2018,meghalaya
east garo hills,832,1032161.1690227182,2,2018,meghalaya
west khasi hills,742,684129.9552836155,2,2018,meghalaya
east khasi hills,54015,111173160.26256448,3,2018,meghalaya
west garo hills,17911,31488596.43937725,3,2018,meghalaya
ribhoi,13023,26072883.301655468,3,2018,meghalaya
east jaintia hills,11397,22683448.874125846,3,2018,meghalaya
west jaintia hills,3240,4571330.11958733,3,2018,meghalaya
south west garo hills,2740,4294444.4478258435,3,2018,meghalaya
north garo hills,2271,1976480.205681387,3,2018,meghalaya
south garo hills,2110,2467349.2565310476,3,2018,meghalaya
east garo hills,1323,1963470.7809556075,3,2018,meghalaya
west khasi hills,1228,2146208.196912882,3,2018,meghalaya
east khasi hills,70386,167808906.77955163,4,2018,meghalaya
west garo hills,29000,52674487.37349704,4,2018,meghalaya
east jaintia hills,20614,37885027.674247645,4,2018,meghalaya
ribhoi,18294,42066652.87282289,4,2018,meghalaya
west jaintia hills,4693,7562803.76113517,4,2018,meghalaya
north garo hills,4011,4590211.2600644585,4,2018,meghalaya
south west garo hills,3950,4531236.407859931,4,2018,meghalaya
south garo hills,3037,6001319.09688588,4,2018,meghalaya
west khasi hills,2821,5962239.029920495,4,2018,meghalaya
east garo hills,2808,5832920.483690145,4,2018,meghalaya
east khasi hills,101662,201352082.70276013,1,2019,meghalaya
west garo hills,30087,58548564.168713726,1,2019,meghalaya
ribhoi,27304,55813436.16699862,1,2019,meghalaya
east jaintia hills,25054,46007520.563187,1,2019,meghalaya
west jaintia hills,5411,7594602.551824972,1,2019,meghalaya
south west garo hills,3819,4558241.545395774,1,2019,meghalaya
north garo hills,3816,4016398.1062618718,1,2019,meghalaya
west khasi hills,3646,5045464.405482588,1,2019,meghalaya
east garo hills,3529,6495149.290021526,1,2019,meghalaya
south garo hills,3146,7486873.33081286,1,2019,meghalaya
east khasi hills,126665,274701980.60370815,2,2019,meghalaya
west garo hills,32077,70701852.43602182,2,2019,meghalaya
ribhoi,27488,61625177.51082603,2,2019,meghalaya
east jaintia hills,21325,43624217.35616365,2,2019,meghalaya
west jaintia hills,5226,9713762.898637522,2,2019,meghalaya
south west garo hills,4563,6981663.150095232,2,2019,meghalaya
east garo hills,3926,6785815.738085165,2,2019,meghalaya
north garo hills,3804,4329558.19180281,2,2019,meghalaya
south garo hills,3048,7076537.051932728,2,2019,meghalaya
west khasi hills,3012,4711717.239687435,2,2019,meghalaya
east khasi hills,156970,344129503.4634751,3,2019,meghalaya
west garo hills,45652,90390851.3262687,3,2019,meghalaya
ribhoi,36292,73979318.03570686,3,2019,meghalaya
east jaintia hills,28604,50090916.58164,3,2019,meghalaya
west jaintia hills,8947,11292434.23987686,3,2019,meghalaya
south west garo hills,6405,9676872.049848383,3,2019,meghalaya
north garo hills,6329,7479871.090316384,3,2019,meghalaya
east garo hills,5970,8134689.123280492,3,2019,meghalaya
south garo hills,4768,7846736.258536675,3,2019,meghalaya
west khasi hills,4604,6779362.1133165285,3,2019,meghalaya
east khasi hills,189936,413649820.0310261,4,2019,meghalaya
west garo hills,51137,104063298.1853754,4,2019,meghalaya
ribhoi,42953,90622918.2855494,4,2019,meghalaya
east jaintia hills,31575,61615652.49744396,4,2019,meghalaya
west jaintia hills,11750,16126169.373071242,4,2019,meghalaya
north garo hills,8449,11018090.113242699,4,2019,meghalaya
east garo hills,7811,11523924.1048165,4,2019,meghalaya
south west garo hills,7301,11722163.47943544,4,2019,meghalaya
south garo hills,7020,9901296.404344358,4,2019,meghalaya
west khasi hills,5296,8007467.1825601505,4,2019,meghalaya
east khasi hills,280817,712010339.1765578,1,2020,meghalaya
west garo hills,65263,130098803.74893945,1,2020,meghalaya
ribhoi,51789,109400759.46669218,1,2020,meghalaya
east jaintia hills,36855,76021760.04400355,1,2020,meghalaya
west jaintia hills,15784,22057088.945124794,1,2020,meghalaya
south west garo hills,10582,14322530.890240096,1,2020,meghalaya
south garo hills,10483,11902327.507517826,1,2020,meghalaya
east garo hills,10003,15050504.879497696,1,2020,meghalaya
north garo hills,9622,11664668.291425837,1,2020,meghalaya
west khasi hills,7569,12185453.500704024,1,2020,meghalaya
east khasi hills,294655,669450297.8938913,2,2020,meghalaya
west garo hills,107355,178844205.74639174,2,2020,meghalaya
ribhoi,60451,108416383.1511733,2,2020,meghalaya
east jaintia hills,50077,79110098.89726548,2,2020,meghalaya
west jaintia hills,26041,22356066.44251103,2,2020,meghalaya
south west garo hills,20761,21835410.253734995,2,2020,meghalaya
east garo hills,19865,19379120.258930385,2,2020,meghalaya
north garo hills,19393,16949021.845094834,2,2020,meghalaya
south garo hills,15934,18498464.712551527,2,2020,meghalaya
west khasi hills,14911,13551099.230221383,2,2020,meghalaya
east khasi hills,239307,571789473.606595,3,2020,meghalaya
west garo hills,117550,249575864.65120554,3,2020,meghalaya
ribhoi,64590,138771339.65408337,3,2020,meghalaya
east jaintia hills,52534,99669877.91499352,3,2020,meghalaya
west jaintia hills,28622,39860361.23642549,3,2020,meghalaya
south west garo hills,19536,31848167.460986283,3,2020,meghalaya
east garo hills,19353,30405909.14616639,3,2020,meghalaya
north garo hills,17943,23618250.656932067,3,2020,meghalaya
south garo hills,17171,23368652.17951659,3,2020,meghalaya
west khasi hills,15031,19820539.50357129,3,2020,meghalaya
east khasi hills,298622,777719090.1611657,4,2020,meghalaya
west garo hills,149536,362364387.96744514,4,2020,meghalaya
ribhoi,90879,223682008.03015277,4,2020,meghalaya
east jaintia hills,65059,162952261.01543325,4,2020,meghalaya
west jaintia hills,32267,55102701.174963415,4,2020,meghalaya
south west garo hills,24078,49584665.87626746,4,2020,meghalaya
east garo hills,23262,41847990.16447668,4,2020,meghalaya
south garo hills,22487,34586748.626706876,4,2020,meghalaya
north garo hills,22048,36801863.778283074,4,2020,meghalaya
west khasi hills,18440,41431802.48173465,4,2020,meghalaya
east khasi hills,322156,915771307.2291536,1,2021,meghalaya
west garo hills,133362,370492803.5429464,1,2021,meghalaya
ribhoi,98957,266571316.12978175,1,2021,meghalaya
east jaintia hills,70732,205454314.79640436,1,2021,meghalaya
west jaintia hills,24312,53826602.11269104,1,2021,meghalaya
south garo hills,19054,44351833.9562286,1,2021,meghalaya
north garo hills,18850,37908696.16305937,1,2021,meghalaya
south west garo hills,18591,41861206.69737828,1,2021,meghalaya
east garo hills,18473,40212217.23708049,1,2021,meghalaya
west khasi hills,16947,60183253.84696514,1,2021,meghalaya
east khasi hills,386773,994348113.9313933,2,2021,meghalaya
west garo hills,174186,437555569.8453884,2,2021,meghalaya
ribhoi,111231,265892507.53668693,2,2021,meghalaya
east jaintia hills,87223,205906820.910982,2,2021,meghalaya
west jaintia hills,30529,53732989.3560653,2,2021,meghalaya
north garo hills,25028,37984069.23193222,2,2021,meghalaya
south west garo hills,24491,47526700.898553595,2,2021,meghalaya
east garo hills,24431,42603145.83447135,2,2021,meghalaya
south garo hills,21894,48819031.95729189,2,2021,meghalaya
west khasi hills,16590,41326043.50138934,2,2021,meghalaya
east khasi hills,475308,1267820067.2649465,3,2021,meghalaya
west garo hills,207635,550868915.1603696,3,2021,meghalaya
ribhoi,135524,337135306.83131677,3,2021,meghalaya
east jaintia hills,103142,254116660.02417076,3,2021,meghalaya
west jaintia hills,37590,71888903.26179792,3,2021,meghalaya
north garo hills,30790,56346103.94114269,3,2021,meghalaya
east garo hills,29654,54695590.9177565,3,2021,meghalaya
south west garo hills,28662,59140851.35546416,3,2021,meghalaya
south garo hills,23378,50417337.278425165,3,2021,meghalaya
west khasi hills,17524,45708478.00363463,3,2021,meghalaya
east khasi hills,602012,1647841435.7937279,4,2021,meghalaya
west garo hills,261543,746098768.1324025,4,2021,meghalaya
ribhoi,210094,495239611.1245396,4,2021,meghalaya
east jaintia hills,140522,371541323.51234245,4,2021,meghalaya
west jaintia hills,43460,98276171.06270258,4,2021,meghalaya
north garo hills,38565,88113799.75521982,4,2021,meghalaya
east garo hills,37744,79675265.12123142,4,2021,meghalaya
south west garo hills,35153,76249072.06112294,4,2021,meghalaya
west khasi hills,29960,108595108.91303806,4,2021,meghalaya
south garo hills,28989,89662812.04398018,4,2021,meghalaya
east khasi hills,653082,1762837936.3129022,1,2022,meghalaya
west garo hills,325791,991586557.2279948,1,2022,meghalaya
ribhoi,257923,624403404.8028624,1,2022,meghalaya
east jaintia hills,169484,496156278.4387266,1,2022,meghalaya
west jaintia hills,49196,126597671.42735201,1,2022,meghalaya
south garo hills,43827,166412749.63292432,1,2022,meghalaya
east garo hills,42878,97659034.30770612,1,2022,meghalaya
north garo hills,42030,87894203.47088854,1,2022,meghalaya
south west garo hills,39644,98249285.49958463,1,2022,meghalaya
west khasi hills,36687,148090837.06952718,1,2022,meghalaya
east khasi hills,853333,2156500112.108344,2,2022,meghalaya
west garo hills,392151,1150602954.6389537,2,2022,meghalaya
ribhoi,337102,755786725.0698187,2,2022,meghalaya
east jaintia hills,193196,502640751.7922025,2,2022,meghalaya
west jaintia hills,56272,152394109.72808385,2,2022,meghalaya
east garo hills,46150,106793207.79406631,2,2022,meghalaya
north garo hills,44965,92496675.79074751,2,2022,meghalaya
south west garo hills,43006,118240788.93575428,2,2022,meghalaya
south garo hills,33680,92292848.0663783,2,2022,meghalaya
west khasi hills,31223,103764884.88347426,2,2022,meghalaya
east khasi hills,2924522,6137770373.209273,3,2022,meghalaya
west garo hills,508052,1283479556.413095,3,2022,meghalaya
ribhoi,400075,825278960.5336027,3,2022,meghalaya
east jaintia hills,241204,633317484.0750391,3,2022,meghalaya
west jaintia hills,62798,171112837.01348788,3,2022,meghalaya
south west garo hills,48898,121831916.04534972,3,2022,meghalaya
north garo hills,48727,107884419.55644782,3,2022,meghalaya
east garo hills,47047,99390252.25463584,3,2022,meghalaya
south garo hills,35206,88310719.84102406,3,2022,meghalaya
west khasi hills,29296,87822016.1025165,3,2022,meghalaya
east khasi hills,2285868,4886013367.030625,4,2022,meghalaya
west garo hills,612945,1565478827.2720149,4,2022,meghalaya
ribhoi,416100,855262410.3336375,4,2022,meghalaya
east jaintia hills,252554,698736182.2686267,4,2022,meghalaya
west jaintia hills,81501,229129661.89603108,4,2022,meghalaya
east garo hills,59445,143293321.81485856,4,2022,meghalaya
south west garo hills,59231,150334364.85984024,4,2022,meghalaya
north garo hills,59149,130072498.39208946,4,2022,meghalaya
south garo hills,47478,134393051.37739396,4,2022,meghalaya
west khasi hills,41404,141954215.09290665,4,2022,meghalaya
aizawl,12006,27918980.947612703,1,2018,mizoram
lunglei,1604,2350555.3184242332,1,2018,mizoram
kolasib,1457,3891685.392413744,1,2018,mizoram
mamit,1133,5729263.410353888,1,2018,mizoram
lawngtlai,735,547180.2110017058,1,2018,mizoram
serchhip,691,1729998.4078016218,1,2018,mizoram
saiha,482,2188550.572811981,1,2018,mizoram
champhai,453,871005.7153709702,1,2018,mizoram
aizawl,16353,48340497.162337765,2,2018,mizoram
lunglei,3249,6814747.054434758,2,2018,mizoram
kolasib,2092,5117340.437229811,2,2018,mizoram
mamit,1813,10477582.990376014,2,2018,mizoram
serchhip,1237,3831939.5692156893,2,2018,mizoram
saiha,846,5346759.668342534,2,2018,mizoram
champhai,834,2204311.92373675,2,2018,mizoram
lawngtlai,627,1375226.7520610169,2,2018,mizoram
aizawl,24199,72031541.21772185,3,2018,mizoram
lunglei,4716,12189472.093972277,3,2018,mizoram
kolasib,2631,6563816.625400645,3,2018,mizoram
mamit,2247,5446959.531490731,3,2018,mizoram
serchhip,2133,6572902.580575922,3,2018,mizoram
lawngtlai,1231,3422241.331497662,3,2018,mizoram
champhai,1099,4369317.524420092,3,2018,mizoram
saiha,1060,6004487.220311114,3,2018,mizoram
aizawl,31828,114757156.94931005,4,2018,mizoram
lunglei,6349,20867419.800037555,4,2018,mizoram
kolasib,4701,13882638.975375151,4,2018,mizoram
mamit,4168,12100776.511940831,4,2018,mizoram
serchhip,2830,9311124.637936298,4,2018,mizoram
lawngtlai,2341,5862745.984908307,4,2018,mizoram
champhai,1726,6092672.776851988,4,2018,mizoram
saiha,1299,7552316.893169427,4,2018,mizoram
aizawl,40608,125499167.45130551,1,2019,mizoram
lunglei,8092,24562628.04677686,1,2019,mizoram
kolasib,5590,15775791.308525538,1,2019,mizoram
mamit,5400,15141345.457853138,1,2019,mizoram
lawngtlai,3749,12077236.041769965,1,2019,mizoram
serchhip,2964,9972286.162915044,1,2019,mizoram
saiha,2038,8448785.630905889,1,2019,mizoram
champhai,1865,6683655.297350604,1,2019,mizoram
aizawl,45257,147150855.43357456,2,2019,mizoram
lunglei,8919,29564431.131805927,2,2019,mizoram
kolasib,5077,15941097.796656493,2,2019,mizoram
mamit,5047,15936975.402700387,2,2019,mizoram
lawngtlai,4502,12828264.165793028,2,2019,mizoram
serchhip,2917,10740915.810445426,2,2019,mizoram
champhai,2055,7970010.188288981,2,2019,mizoram
saiha,1897,7884158.20574963,2,2019,mizoram
aizawl,54796,162632861.96810922,3,2019,mizoram
lunglei,13305,34090897.89113889,3,2019,mizoram
kolasib,6977,17976086.411676798,3,2019,mizoram
mamit,6296,14161494.187527733,3,2019,mizoram
lawngtlai,6097,14593963.455838619,3,2019,mizoram
serchhip,4389,12447829.176727356,3,2019,mizoram
champhai,3512,12151523.038879696,3,2019,mizoram
saiha,2722,10739243.821443643,3,2019,mizoram
aizawl,68532,215337713.34849542,4,2019,mizoram
lunglei,15344,42919898.6938625,4,2019,mizoram
kolasib,11051,24470971.73397691,4,2019,mizoram
mamit,8468,16925628.21634368,4,2019,mizoram
lawngtlai,8069,22279514.789250825,4,2019,mizoram
serchhip,5889,15064874.565576479,4,2019,mizoram
champhai,4878,17885681.11019664,4,2019,mizoram
saiha,3008,13805068.176785678,4,2019,mizoram
aizawl,78597,215534588.05424356,1,2020,mizoram
lunglei,19703,47052524.734837465,1,2020,mizoram
lawngtlai,13887,31918357.190269426,1,2020,mizoram
mamit,12136,21524123.962646015,1,2020,mizoram
kolasib,11386,26364756.939303108,1,2020,mizoram
serchhip,7512,15256865.240079906,1,2020,mizoram
champhai,6269,19712814.749991663,1,2020,mizoram
saiha,4119,14713548.478265904,1,2020,mizoram
aizawl,93369,238637352.5294009,2,2020,mizoram
lunglei,27260,60375778.3281481,2,2020,mizoram
lawngtlai,22369,44085859.538810775,2,2020,mizoram
mamit,15352,24755549.9649563,2,2020,mizoram
kolasib,14432,29350410.444769997,2,2020,mizoram
serchhip,10425,19459795.690984458,2,2020,mizoram
champhai,8480,20817381.347150292,2,2020,mizoram
saiha,6775,19711305.598098427,2,2020,mizoram
aizawl,136460,413175918.97011656,3,2020,mizoram
lunglei,30971,83270436.83501583,3,2020,mizoram
lawngtlai,25540,62210090.16784428,3,2020,mizoram
mamit,17199,28176447.030524082,3,2020,mizoram
