District_name,Reg_users,Pincodes,Reg_users_pin,Quater,Year,State
kottayam,265591,682020,20457,2,2020,kerala
kottayam,265591,682035,19671,2,2020,kerala
kottayam,265591,670645,18592,2,2020,kerala
kottayam,265591,682032,18399,2,2020,kerala
kottayam,265591,673032,18059,2,2020,kerala
kottayam,265591,682301,17516,2,2020,kerala
kottayam,311954,682042,28485,3,2020,kerala
kottayam,311954,695001,28191,3,2020,kerala
kottayam,311954,682024,26104,3,2020,kerala
kottayam,311954,682025,23781,3,2020,kerala
kottayam,311954,682020,22893,3,2020,kerala
kottayam,311954,682035,21786,3,2020,kerala
kottayam,311954,670645,21694,3,2020,kerala
kottayam,311954,682032,20470,3,2020,kerala
kottayam,311954,673032,20253,3,2020,kerala
kottayam,311954,682301,20008,3,2020,kerala
kottayam,357079,682042,31620,4,2020,kerala
kottayam,357079,695001,31411,4,2020,kerala
kottayam,357079,682024,29392,4,2020,kerala
kottayam,357079,682025,26893,4,2020,kerala
kottayam,357079,682020,25856,4,2020,kerala
kottayam,357079,670645,24709,4,2020,kerala
kottayam,357079,682035,24248,4,2020,kerala
kottayam,357079,682032,22958,4,2020,kerala
kottayam,357079,673032,22837,4,2020,kerala
kottayam,357079,673592,22730,4,2020,kerala
kottayam,387696,682042,34103,1,2021,kerala
kottayam,387696,695001,33913,1,2021,kerala
kottayam,387696,682024,31763,1,2021,kerala
kottayam,387696,682025,29029,1,2021,kerala
kottayam,387696,682020,27924,1,2021,kerala
kottayam,387696,670645,26911,1,2021,kerala
kottayam,387696,682035,26156,1,2021,kerala
kottayam,387696,673592,24788,1,2021,kerala
kottayam,387696,673032,24778,1,2021,kerala
kottayam,387696,682032,24752,1,2021,kerala
kottayam,415007,682042,36378,2,2021,kerala
kottayam,415007,695001,36185,2,2021,kerala
kottayam,415007,682024,33834,2,2021,kerala
kottayam,415007,682025,30965,2,2021,kerala
kottayam,415007,682020,29826,2,2021,kerala
kottayam,415007,670645,28806,2,2021,kerala
kottayam,415007,682035,27927,2,2021,kerala
kottayam,415007,673592,26554,2,2021,kerala
kottayam,415007,682032,26390,2,2021,kerala
kottayam,415007,673032,26355,2,2021,kerala
kottayam,445540,682042,38880,3,2021,kerala
kottayam,445540,695001,38710,3,2021,kerala
kottayam,445540,682024,36108,3,2021,kerala
kottayam,445540,682025,33080,3,2021,kerala
kottayam,445540,682020,31859,3,2021,kerala
kottayam,445540,670645,30931,3,2021,kerala
kottayam,445540,682035,29804,3,2021,kerala
kottayam,445540,673592,28563,3,2021,kerala
kottayam,445540,682032,28166,3,2021,kerala
kottayam,445540,673032,28073,3,2021,kerala
kottayam,475496,682042,41448,4,2021,kerala
kottayam,475496,695001,41207,4,2021,kerala
kottayam,475496,682024,38351,4,2021,kerala
kottayam,475496,682025,35172,4,2021,kerala
kottayam,475496,682020,33886,4,2021,kerala
kottayam,475496,670645,32968,4,2021,kerala
kottayam,475496,682035,31716,4,2021,kerala
kottayam,475496,673592,30447,4,2021,kerala
kottayam,475496,682032,30009,4,2021,kerala
kottayam,475496,673032,29788,4,2021,kerala
kottayam,504349,682042,43832,1,2022,kerala
kottayam,504349,695001,43506,1,2022,kerala
kottayam,504349,682024,40513,1,2022,kerala
kottayam,504349,682025,37172,1,2022,kerala
kottayam,504349,682020,35790,1,2022,kerala
kottayam,504349,670645,34974,1,2022,kerala
kottayam,504349,682035,33556,1,2022,kerala
kottayam,504349,673592,32286,1,2022,kerala
kottayam,504349,682032,31679,1,2022,kerala
kottayam,504349,682301,31551,1,2022,kerala
kottayam,531625,682042,46049,2,2022,kerala
kottayam,531625,695001,45760,2,2022,kerala
kottayam,531625,682024,42517,2,2022,kerala
kottayam,531625,682025,39062,2,2022,kerala
kottayam,531625,682020,37658,2,2022,kerala
kottayam,531625,670645,36777,2,2022,kerala
kottayam,531625,682035,35277,2,2022,kerala
kottayam,531625,673592,33986,2,2022,kerala
kottayam,531625,682032,33271,2,2022,kerala
kottayam,531625,682301,33154,2,2022,kerala
kottayam,560099,682042,48385,3,2022,kerala
kottayam,560099,695001,48080,3,2022,kerala
kottayam,560099,682024,44605,3,2022,kerala
kottayam,560099,682025,41047,3,2022,kerala
kottayam,560099,682020,39537,3,2022,kerala
kottayam,560099,670645,38662,3,2022,kerala
kottayam,560099,682035,37065,3,2022,kerala
kottayam,560099,673592,35697,3,2022,kerala
kottayam,560099,682032,34936,3,2022,kerala
kottayam,560099,682301,34880,3,2022,kerala
kottayam,585546,682042,50726,4,2022,kerala
kottayam,585546,695001,50448,4,2022,kerala
kottayam,585546,682024,46703,4,2022,kerala
kottayam,585546,682025,42979,4,2022,kerala
kottayam,585546,682020,41421,4,2022,kerala
kottayam,585546,670645,40256,4,2022,kerala
kottayam,585546,682035,38857,4,2022,kerala
kottayam,585546,673592,37241,4,2022,kerala
kottayam,585546,682032,36609,4,2022,kerala
kottayam,585546,682301,36567,4,2022,kerala
kargil,1529,194104,2329,1,2018,ladakh
kargil,1529,194101,1584,1,2018,ladakh
kargil,1529,194201,1397,1,2018,ladakh
kargil,1529,194401,670,1,2018,ladakh
kargil,1529,194107,641,1,2018,ladakh
kargil,1529,194103,458,1,2018,ladakh
kargil,1529,194102,353,1,2018,ladakh
kargil,1529,194105,259,1,2018,ladakh
kargil,1529,194106,255,1,2018,ladakh
kargil,1529,194703,241,1,2018,ladakh
kargil,2185,194104,3343,2,2018,ladakh
kargil,2185,194101,2388,2,2018,ladakh
kargil,2185,194201,2112,2,2018,ladakh
kargil,2185,194107,984,2,2018,ladakh
kargil,2185,194401,943,2,2018,ladakh
kargil,2185,194103,655,2,2018,ladakh
kargil,2185,194102,511,2,2018,ladakh
kargil,2185,194105,361,2,2018,ladakh
kargil,2185,194106,357,2,2018,ladakh
kargil,2185,194703,342,2,2018,ladakh
kargil,3132,194104,4461,3,2018,ladakh
kargil,3132,194101,3292,3,2018,ladakh
kargil,3132,194201,2882,3,2018,ladakh
kargil,3132,194107,1385,3,2018,ladakh
kargil,3132,194401,1264,3,2018,ladakh
kargil,3132,194103,976,3,2018,ladakh
kargil,3132,194102,717,3,2018,ladakh
kargil,3132,194105,534,3,2018,ladakh
kargil,3132,194106,519,3,2018,ladakh
kargil,3132,194703,468,3,2018,ladakh
kargil,4436,194104,5767,4,2018,ladakh
kargil,4436,194101,4561,4,2018,ladakh
kargil,4436,194201,3824,4,2018,ladakh
kargil,4436,194107,1913,4,2018,ladakh
kargil,4436,194401,1632,4,2018,ladakh
kargil,4436,194103,1460,4,2018,ladakh
kargil,4436,194102,970,4,2018,ladakh
kargil,4436,194105,800,4,2018,ladakh
kargil,4436,194106,706,4,2018,ladakh
kargil,4436,194703,640,4,2018,ladakh
kargil,5758,194104,6985,1,2019,ladakh
kargil,5758,194101,5676,1,2019,ladakh
kargil,5758,194201,4722,1,2019,ladakh
kargil,5758,194107,2336,1,2019,ladakh
kargil,5758,194401,1998,1,2019,ladakh
kargil,5758,194103,1938,1,2019,ladakh
kargil,5758,194102,1275,1,2019,ladakh
kargil,5758,194105,1020,1,2019,ladakh
kargil,5758,194106,902,1,2019,ladakh
kargil,5758,194703,788,1,2019,ladakh
kargil,7126,194104,8074,2,2019,ladakh
kargil,7126,194101,6990,2,2019,ladakh
kargil,7126,194201,5567,2,2019,ladakh
kargil,7126,194107,2793,2,2019,ladakh
kargil,7126,194103,2432,2,2019,ladakh
kargil,7126,194401,2390,2,2019,ladakh
kargil,7126,194102,1584,2,2019,ladakh
kargil,7126,194105,1258,2,2019,ladakh
kargil,7126,194106,1097,2,2019,ladakh
kargil,7126,194703,949,2,2019,ladakh
kargil,7718,194104,8972,3,2019,ladakh
kargil,7718,194101,7968,3,2019,ladakh
kargil,7718,194201,6210,3,2019,ladakh
kargil,7718,194107,3004,3,2019,ladakh
kargil,7718,194103,2647,3,2019,ladakh
kargil,7718,194401,2601,3,2019,ladakh
kargil,7718,194102,1723,3,2019,ladakh
kargil,7718,194105,1386,3,2019,ladakh
kargil,7718,194106,1162,3,2019,ladakh
kargil,7718,194703,1014,3,2019,ladakh
kargil,8338,194104,9875,4,2019,ladakh
kargil,8338,194101,8791,4,2019,ladakh
kargil,8338,194201,6838,4,2019,ladakh
kargil,8338,194107,3321,4,2019,ladakh
kargil,8338,194401,2945,4,2019,ladakh
kargil,8338,194103,2850,4,2019,ladakh
kargil,8338,194102,1873,4,2019,ladakh
kargil,8338,194105,1501,4,2019,ladakh
kargil,8338,194106,1304,4,2019,ladakh
kargil,8338,194703,1054,4,2019,ladakh
kargil,9711,194104,10826,1,2020,ladakh
kargil,9711,194101,9668,1,2020,ladakh
kargil,9711,194201,7470,1,2020,ladakh
kargil,9711,194107,3617,1,2020,ladakh
kargil,9711,194103,3320,1,2020,ladakh
kargil,9711,194401,3216,1,2020,ladakh
kargil,9711,194102,2152,1,2020,ladakh
kargil,9711,194105,1776,1,2020,ladakh
kargil,9711,194106,1403,1,2020,ladakh
kargil,9711,194703,1207,1,2020,ladakh
kargil,11252,194104,11904,2,2020,ladakh
kargil,11252,194101,10546,2,2020,ladakh
kargil,11252,194201,8273,2,2020,ladakh
kargil,11252,194107,3957,2,2020,ladakh
kargil,11252,194103,3885,2,2020,ladakh
kargil,11252,194401,3519,2,2020,ladakh
kargil,11252,194102,2449,2,2020,ladakh
kargil,11252,194105,2060,2,2020,ladakh
kargil,11252,194106,1518,2,2020,ladakh
kargil,11252,194703,1358,2,2020,ladakh
kargil,12814,194104,13038,3,2020,ladakh
kargil,12814,194101,11446,3,2020,ladakh
kargil,12814,194201,8999,3,2020,ladakh
kargil,12814,194103,4416,3,2020,ladakh
kargil,12814,194107,4322,3,2020,ladakh
kargil,12814,194401,3865,3,2020,ladakh
kargil,12814,194102,2748,3,2020,ladakh
kargil,12814,194105,2360,3,2020,ladakh
kargil,12814,194106,1661,3,2020,ladakh
kargil,12814,194703,1526,3,2020,ladakh
kargil,14601,194104,14355,4,2020,ladakh
kargil,14601,194101,12651,4,2020,ladakh
kargil,14601,194201,9940,4,2020,ladakh
kargil,14601,194103,5069,4,2020,ladakh
kargil,14601,194107,4681,4,2020,ladakh
kargil,14601,194401,4313,4,2020,ladakh
kargil,14601,194102,3028,4,2020,ladakh
kargil,14601,194105,2673,4,2020,ladakh
kargil,14601,194106,1803,4,2020,ladakh
kargil,14601,194109,1697,4,2020,ladakh
kargil,15824,194104,15511,1,2021,ladakh
kargil,15824,194101,13620,1,2021,ladakh
kargil,15824,194201,10674,1,2021,ladakh
kargil,15824,194103,5484,1,2021,ladakh
kargil,15824,194107,5026,1,2021,ladakh
kargil,15824,194401,4631,1,2021,ladakh
kargil,15824,194102,3256,1,2021,ladakh
kargil,15824,194105,2886,1,2021,ladakh
kargil,15824,194106,1933,1,2021,ladakh
kargil,15824,194109,1854,1,2021,ladakh
kargil,17077,194104,16585,2,2021,ladakh
kargil,17077,194101,14606,2,2021,ladakh
kargil,17077,194201,11446,2,2021,ladakh
kargil,17077,194103,5935,2,2021,ladakh
kargil,17077,194107,5397,2,2021,ladakh
kargil,17077,194401,4964,2,2021,ladakh
kargil,17077,194102,3499,2,2021,ladakh
kargil,17077,194105,3111,2,2021,ladakh
kargil,17077,194106,2070,2,2021,ladakh
kargil,17077,194109,1998,2,2021,ladakh
kargil,18577,194104,17813,3,2021,ladakh
kargil,18577,194101,15772,3,2021,ladakh
kargil,18577,194201,12397,3,2021,ladakh
kargil,18577,194103,6415,3,2021,ladakh
kargil,18577,194107,5819,3,2021,ladakh
kargil,18577,194401,5438,3,2021,ladakh
kargil,18577,194102,3811,3,2021,ladakh
kargil,18577,194105,3389,3,2021,ladakh
kargil,18577,194106,2243,3,2021,ladakh
kargil,18577,194109,2193,3,2021,ladakh
kargil,20008,194104,19007,4,2021,ladakh
kargil,20008,194101,16834,4,2021,ladakh
kargil,20008,194201,13309,4,2021,ladakh
kargil,20008,194103,6889,4,2021,ladakh
kargil,20008,194107,6240,4,2021,ladakh
kargil,20008,194401,5862,4,2021,ladakh
kargil,20008,194102,4093,4,2021,ladakh
kargil,20008,194105,3639,4,2021,ladakh
kargil,20008,194106,2420,4,2021,ladakh
kargil,20008,194109,2397,4,2021,ladakh
kargil,21319,194104,20154,1,2022,ladakh
kargil,21319,194101,17877,1,2022,ladakh
kargil,21319,194201,14135,1,2022,ladakh
kargil,21319,194103,7324,1,2022,ladakh
kargil,21319,194107,6632,1,2022,ladakh
kargil,21319,194401,6231,1,2022,ladakh
kargil,21319,194102,4370,1,2022,ladakh
kargil,21319,194105,3888,1,2022,ladakh
kargil,21319,194106,2563,1,2022,ladakh
kargil,21319,194109,2545,1,2022,ladakh
kargil,22475,194104,21222,2,2022,ladakh
kargil,22475,194101,18842,2,2022,ladakh
kargil,22475,194201,14911,2,2022,ladakh
kargil,22475,194103,7729,2,2022,ladakh
kargil,22475,194107,7006,2,2022,ladakh
kargil,22475,194401,6571,2,2022,ladakh
kargil,22475,194102,4602,2,2022,ladakh
kargil,22475,194105,4102,2,2022,ladakh
kargil,22475,194106,2710,2,2022,ladakh
kargil,22475,194109,2681,2,2022,ladakh
kargil,23530,194104,22353,3,2022,ladakh
kargil,23530,194101,19786,3,2022,ladakh
kargil,23530,194201,15631,3,2022,ladakh
kargil,23530,194103,8113,3,2022,ladakh
kargil,23530,194107,7342,3,2022,ladakh
kargil,23530,194401,6856,3,2022,ladakh
kargil,23530,194102,4828,3,2022,ladakh
kargil,23530,194105,4306,3,2022,ladakh
kargil,23530,194106,2840,3,2022,ladakh
kargil,23530,194109,2791,3,2022,ladakh
kargil,24326,194104,23418,4,2022,ladakh
kargil,24326,194101,20668,4,2022,ladakh
kargil,24326,194201,16206,4,2022,ladakh
kargil,24326,194103,8405,4,2022,ladakh
kargil,24326,194107,7641,4,2022,ladakh
kargil,24326,194401,7055,4,2022,ladakh
kargil,24326,194102,5020,4,2022,ladakh
kargil,24326,194105,4454,4,2022,ladakh
kargil,24326,194106,2943,4,2022,ladakh
kargil,24326,194109,2832,4,2022,ladakh
lakshadweep,501,682555,175,1,2018,lakshadweep
lakshadweep,501,682557,85,1,2018,lakshadweep
lakshadweep,501,682551,78,1,2018,lakshadweep
lakshadweep,501,682559,71,1,2018,lakshadweep
lakshadweep,501,682552,44,1,2018,lakshadweep
lakshadweep,501,682556,37,1,2018,lakshadweep
lakshadweep,501,682554,10,1,2018,lakshadweep
lakshadweep,501,682558,1,1,2018,lakshadweep
lakshadweep,686,682555,246,2,2018,lakshadweep
lakshadweep,686,682551,126,2,2018,lakshadweep
lakshadweep,686,682557,94,2,2018,lakshadweep
lakshadweep,686,682559,82,2,2018,lakshadweep
lakshadweep,686,682552,61,2,2018,lakshadweep
lakshadweep,686,682556,56,2,2018,lakshadweep
lakshadweep,686,682554,18,2,2018,lakshadweep
lakshadweep,686,682558,3,2,2018,lakshadweep
lakshadweep,918,682555,338,3,2018,lakshadweep
lakshadweep,918,682551,175,3,2018,lakshadweep
lakshadweep,918,682557,131,3,2018,lakshadweep
lakshadweep,918,682559,93,3,2018,lakshadweep
lakshadweep,918,682552,86,3,2018,lakshadweep
lakshadweep,918,682556,68,3,2018,lakshadweep
lakshadweep,918,682554,22,3,2018,lakshadweep
lakshadweep,918,682558,5,3,2018,lakshadweep
lakshadweep,1156,682555,429,4,2018,lakshadweep
lakshadweep,1156,682551,241,4,2018,lakshadweep
lakshadweep,1156,682557,148,4,2018,lakshadweep
lakshadweep,1156,682559,116,4,2018,lakshadweep
lakshadweep,1156,682552,110,4,2018,lakshadweep
lakshadweep,1156,682556,84,4,2018,lakshadweep
lakshadweep,1156,682554,23,4,2018,lakshadweep
lakshadweep,1156,682558,5,4,2018,lakshadweep
lakshadweep,1416,682555,549,1,2019,lakshadweep
lakshadweep,1416,682551,299,1,2019,lakshadweep
lakshadweep,1416,682557,166,1,2019,lakshadweep
lakshadweep,1416,682552,132,1,2019,lakshadweep
lakshadweep,1416,682559,129,1,2019,lakshadweep
lakshadweep,1416,682556,107,1,2019,lakshadweep
lakshadweep,1416,682554,29,1,2019,lakshadweep
lakshadweep,1416,682558,5,1,2019,lakshadweep
lakshadweep,1747,682555,685,2,2019,lakshadweep
lakshadweep,1747,682551,367,2,2019,lakshadweep
lakshadweep,1747,682557,201,2,2019,lakshadweep
lakshadweep,1747,682552,158,2,2019,lakshadweep
lakshadweep,1747,682559,155,2,2019,lakshadweep
lakshadweep,1747,682556,139,2,2019,lakshadweep
lakshadweep,1747,682554,35,2,2019,lakshadweep
lakshadweep,1747,682558,7,2,2019,lakshadweep
lakshadweep,2117,682555,813,3,2019,lakshadweep
lakshadweep,2117,682551,469,3,2019,lakshadweep
lakshadweep,2117,682557,243,3,2019,lakshadweep
lakshadweep,2117,682552,185,3,2019,lakshadweep
lakshadweep,2117,682559,176,3,2019,lakshadweep
lakshadweep,2117,682556,173,3,2019,lakshadweep
lakshadweep,2117,682554,51,3,2019,lakshadweep
lakshadweep,2117,682558,7,3,2019,lakshadweep
lakshadweep,2427,682555,923,4,2019,lakshadweep
lakshadweep,2427,682551,538,4,2019,lakshadweep
lakshadweep,2427,682557,279,4,2019,lakshadweep
lakshadweep,2427,682552,212,4,2019,lakshadweep
lakshadweep,2427,682559,195,4,2019,lakshadweep
lakshadweep,2427,682556,193,4,2019,lakshadweep
lakshadweep,2427,682554,77,4,2019,lakshadweep
lakshadweep,2427,682558,10,4,2019,lakshadweep
lakshadweep,2772,682555,1032,1,2020,lakshadweep
lakshadweep,2772,682551,633,1,2020,lakshadweep
lakshadweep,2772,682557,332,1,2020,lakshadweep
lakshadweep,2772,682552,248,1,2020,lakshadweep
lakshadweep,2772,682556,227,1,2020,lakshadweep
lakshadweep,2772,682559,200,1,2020,lakshadweep
lakshadweep,2772,682554,89,1,2020,lakshadweep
lakshadweep,2772,682558,11,1,2020,lakshadweep
lakshadweep,3187,682555,1178,2,2020,lakshadweep
lakshadweep,3187,682551,744,2,2020,lakshadweep
lakshadweep,3187,682557,376,2,2020,lakshadweep
lakshadweep,3187,682552,274,2,2020,lakshadweep
lakshadweep,3187,682556,271,2,2020,lakshadweep
lakshadweep,3187,682559,207,2,2020,lakshadweep
lakshadweep,3187,682554,121,2,2020,lakshadweep
lakshadweep,3187,682558,16,2,2020,lakshadweep
lakshadweep,3644,682555,1334,3,2020,lakshadweep
lakshadweep,3644,682551,866,3,2020,lakshadweep
lakshadweep,3644,682557,429,3,2020,lakshadweep
lakshadweep,3644,682552,323,3,2020,lakshadweep
lakshadweep,3644,682556,311,3,2020,lakshadweep
lakshadweep,3644,682559,220,3,2020,lakshadweep
lakshadweep,3644,682554,142,3,2020,lakshadweep
lakshadweep,3644,682558,19,3,2020,lakshadweep
lakshadweep,4179,682555,1530,4,2020,lakshadweep
lakshadweep,4179,682551,981,4,2020,lakshadweep
lakshadweep,4179,682557,480,4,2020,lakshadweep
lakshadweep,4179,682552,388,4,2020,lakshadweep
lakshadweep,4179,682556,354,4,2020,lakshadweep
lakshadweep,4179,682559,256,4,2020,lakshadweep
lakshadweep,4179,682554,168,4,2020,lakshadweep
lakshadweep,4179,682558,22,4,2020,lakshadweep
lakshadweep,4577,682555,1664,1,2021,lakshadweep
lakshadweep,4577,682551,1083,1,2021,lakshadweep
lakshadweep,4577,682557,524,1,2021,lakshadweep
lakshadweep,4577,682552,427,1,2021,lakshadweep
lakshadweep,4577,682556,396,1,2021,lakshadweep
lakshadweep,4577,682559,276,1,2021,lakshadweep
lakshadweep,4577,682554,181,1,2021,lakshadweep
lakshadweep,4577,682558,26,1,2021,lakshadweep
lakshadweep,4896,682555,1780,2,2021,lakshadweep
lakshadweep,4896,682551,1154,2,2021,lakshadweep
lakshadweep,4896,682557,559,2,2021,lakshadweep
lakshadweep,4896,682552,463,2,2021,lakshadweep
lakshadweep,4896,682556,424,2,2021,lakshadweep
lakshadweep,4896,682559,295,2,2021,lakshadweep
lakshadweep,4896,682554,194,2,2021,lakshadweep
lakshadweep,4896,682558,27,2,2021,lakshadweep
lakshadweep,5287,682555,1914,3,2021,lakshadweep
lakshadweep,5287,682551,1237,3,2021,lakshadweep
lakshadweep,5287,682557,607,3,2021,lakshadweep
lakshadweep,5287,682552,504,3,2021,lakshadweep
lakshadweep,5287,682556,461,3,2021,lakshadweep
lakshadweep,5287,682559,321,3,2021,lakshadweep
lakshadweep,5287,682554,212,3,2021,lakshadweep
lakshadweep,5287,682558,31,3,2021,lakshadweep
lakshadweep,5638,682555,2037,4,2021,lakshadweep
lakshadweep,5638,682551,1321,4,2021,lakshadweep
lakshadweep,5638,682557,654,4,2021,lakshadweep
lakshadweep,5638,682552,536,4,2021,lakshadweep
lakshadweep,5638,682556,486,4,2021,lakshadweep
lakshadweep,5638,682559,339,4,2021,lakshadweep
lakshadweep,5638,682554,233,4,2021,lakshadweep
lakshadweep,5638,682558,32,4,2021,lakshadweep
lakshadweep,5990,682555,2165,1,2022,lakshadweep
lakshadweep,5990,682551,1400,1,2022,lakshadweep
lakshadweep,5990,682557,692,1,2022,lakshadweep
lakshadweep,5990,682552,570,1,2022,lakshadweep
lakshadweep,5990,682556,519,1,2022,lakshadweep
lakshadweep,5990,682559,363,1,2022,lakshadweep
lakshadweep,5990,682554,246,1,2022,lakshadweep
lakshadweep,5990,682558,35,1,2022,lakshadweep
lakshadweep,6327,682555,2279,2,2022,lakshadweep
lakshadweep,6327,682551,1473,2,2022,lakshadweep
lakshadweep,6327,682557,732,2,2022,lakshadweep
lakshadweep,6327,682552,609,2,2022,lakshadweep
lakshadweep,6327,682556,558,2,2022,lakshadweep
lakshadweep,6327,682559,379,2,2022,lakshadweep
lakshadweep,6327,682554,261,2,2022,lakshadweep
lakshadweep,6327,682558,36,2,2022,lakshadweep
lakshadweep,6645,682555,2391,3,2022,lakshadweep
lakshadweep,6645,682551,1555,3,2022,lakshadweep
lakshadweep,6645,682557,766,3,2022,lakshadweep
lakshadweep,6645,682552,642,3,2022,lakshadweep
lakshadweep,6645,682556,592,3,2022,lakshadweep
lakshadweep,6645,682559,389,3,2022,lakshadweep
lakshadweep,6645,682554,273,3,2022,lakshadweep
lakshadweep,6645,682558,37,3,2022,lakshadweep
lakshadweep,6961,682555,2520,4,2022,lakshadweep
lakshadweep,6961,682551,1627,4,2022,lakshadweep
lakshadweep,6961,682557,797,4,2022,lakshadweep
lakshadweep,6961,682552,675,4,2022,lakshadweep
lakshadweep,6961,682556,609,4,2022,lakshadweep
lakshadweep,6961,682559,409,4,2022,lakshadweep
lakshadweep,6961,682554,285,4,2022,lakshadweep
lakshadweep,6961,682558,39,4,2022,lakshadweep
dewas,62902,452001,42977,1,2018,madhya-pradesh
dewas,62902,452010,40850,1,2018,madhya-pradesh
dewas,62902,455001,37899,1,2018,madhya-pradesh
dewas,62902,482002,37645,1,2018,madhya-pradesh
dewas,62902,462001,27351,1,2018,madhya-pradesh
dewas,62902,482001,26665,1,2018,madhya-pradesh
dewas,62902,452016,25256,1,2018,madhya-pradesh
dewas,62902,457001,24909,1,2018,madhya-pradesh
dewas,62902,485001,24806,1,2018,madhya-pradesh
dewas,62902,462022,24661,1,2018,madhya-pradesh
dewas,84342,452001,55837,2,2018,madhya-pradesh
dewas,84342,452010,52677,2,2018,madhya-pradesh
dewas,84342,455001,50091,2,2018,madhya-pradesh
dewas,84342,482002,49877,2,2018,madhya-pradesh
dewas,84342,462001,36311,2,2018,madhya-pradesh
dewas,84342,482001,35303,2,2018,madhya-pradesh
dewas,84342,457001,33608,2,2018,madhya-pradesh
dewas,84342,452016,32883,2,2018,madhya-pradesh
dewas,84342,480001,32800,2,2018,madhya-pradesh
dewas,84342,485001,32316,2,2018,madhya-pradesh
dewas,105774,452001,67243,3,2018,madhya-pradesh
dewas,105774,452010,63537,3,2018,madhya-pradesh
dewas,105774,455001,61117,3,2018,madhya-pradesh
dewas,105774,482002,60999,3,2018,madhya-pradesh
dewas,105774,462001,43609,3,2018,madhya-pradesh
dewas,105774,482001,43593,3,2018,madhya-pradesh
dewas,105774,457001,41975,3,2018,madhya-pradesh
dewas,105774,480001,40061,3,2018,madhya-pradesh
dewas,105774,452016,39967,3,2018,madhya-pradesh
dewas,105774,485001,39351,3,2018,madhya-pradesh
satna,133865,452001,81206,4,2018,madhya-pradesh
satna,133865,482002,77791,4,2018,madhya-pradesh
satna,133865,452010,76811,4,2018,madhya-pradesh
satna,133865,455001,73952,4,2018,madhya-pradesh
satna,133865,462001,54496,4,2018,madhya-pradesh
satna,133865,482001,54390,4,2018,madhya-pradesh
satna,133865,457001,51238,4,2018,madhya-pradesh
satna,133865,480001,50803,4,2018,madhya-pradesh
satna,133865,485001,50329,4,2018,madhya-pradesh
satna,133865,452016,48626,4,2018,madhya-pradesh
satna,160954,452001,94894,1,2019,madhya-pradesh
satna,160954,482002,92148,1,2019,madhya-pradesh
satna,160954,452010,89541,1,2019,madhya-pradesh
satna,160954,455001,87837,1,2019,madhya-pradesh
satna,160954,462001,65450,1,2019,madhya-pradesh
satna,160954,482001,64389,1,2019,madhya-pradesh
satna,160954,457001,61687,1,2019,madhya-pradesh
satna,160954,480001,60744,1,2019,madhya-pradesh
satna,160954,485001,59332,1,2019,madhya-pradesh
satna,160954,452016,57554,1,2019,madhya-pradesh
satna,182176,452001,108587,2,2019,madhya-pradesh
satna,182176,482002,104846,2,2019,madhya-pradesh
satna,182176,452010,99616,2,2019,madhya-pradesh
satna,182176,455001,98265,2,2019,madhya-pradesh
satna,182176,462001,75250,2,2019,madhya-pradesh
satna,182176,482001,74711,2,2019,madhya-pradesh
satna,182176,457001,70728,2,2019,madhya-pradesh
satna,182176,480001,69139,2,2019,madhya-pradesh
satna,182176,485001,66578,2,2019,madhya-pradesh
satna,182176,452016,65634,2,2019,madhya-pradesh
satna,203019,452001,122796,3,2019,madhya-pradesh
satna,203019,482002,119882,3,2019,madhya-pradesh
satna,203019,452010,110196,3,2019,madhya-pradesh
satna,203019,455001,109090,3,2019,madhya-pradesh
satna,203019,462001,85889,3,2019,madhya-pradesh
satna,203019,482001,85035,3,2019,madhya-pradesh
satna,203019,457001,80045,3,2019,madhya-pradesh
satna,203019,480001,77495,3,2019,madhya-pradesh
satna,203019,485001,74626,3,2019,madhya-pradesh
satna,203019,452016,73956,3,2019,madhya-pradesh
satna,228680,452001,134323,4,2019,madhya-pradesh
satna,228680,482002,134193,4,2019,madhya-pradesh
satna,228680,452010,120352,4,2019,madhya-pradesh
satna,228680,455001,120057,4,2019,madhya-pradesh
satna,228680,462001,96155,4,2019,madhya-pradesh
satna,228680,482001,93550,4,2019,madhya-pradesh
satna,228680,457001,89121,4,2019,madhya-pradesh
satna,228680,480001,85991,4,2019,madhya-pradesh
satna,228680,485001,82766,4,2019,madhya-pradesh
satna,228680,452016,81668,4,2019,madhya-pradesh
satna,253988,482002,146207,1,2020,madhya-pradesh
satna,253988,452001,144699,1,2020,madhya-pradesh
satna,253988,455001,130830,1,2020,madhya-pradesh
satna,253988,452010,129645,1,2020,madhya-pradesh
satna,253988,462001,106091,1,2020,madhya-pradesh
satna,253988,482001,101513,1,2020,madhya-pradesh
satna,253988,457001,98886,1,2020,madhya-pradesh
satna,253988,480001,94636,1,2020,madhya-pradesh
satna,253988,485001,90615,1,2020,madhya-pradesh
satna,253988,452016,89460,1,2020,madhya-pradesh
satna,281414,482002,158954,2,2020,madhya-pradesh
satna,281414,452001,153695,2,2020,madhya-pradesh
satna,281414,455001,144023,2,2020,madhya-pradesh
satna,281414,452010,139367,2,2020,madhya-pradesh
satna,281414,462001,116167,2,2020,madhya-pradesh
satna,281414,457001,111581,2,2020,madhya-pradesh
satna,281414,482001,110268,2,2020,madhya-pradesh
satna,281414,480001,104519,2,2020,madhya-pradesh
satna,281414,452016,98532,2,2020,madhya-pradesh
satna,281414,485001,98080,2,2020,madhya-pradesh
